,depart_airport,depart_date,depart_time,arrival_time,arrival_date,dest_airport,airline
973,Devi Ahilyabai Holkar Airport - Indore,2022-09-24,09:23,12:23,2022-09-24,Gilze Rijen Air Base - Breda,China Eastern Airlines
974,Wagga Wagga City Airport - Wagga Wagga,2022-06-06,04:05,06:12,2022-06-06,Rafael Nuñez International Airport - Cartagena,Air Paradise International
975,Mataiva Airport - nan,2022-05-20,11:59,12:58,2022-05-20,Benito Salas Airport - Neiva,Air Chathams
976,"Jiaozhou Jiaocheng Air Base - Jiaozhou, Qingdao",2022-09-20,00:45,07:23,2022-09-20,Naval Station Mayport (Admiral David L. Mcdonald Field) - Mayport,Xiamen Airlines
977,Sandakan Airport - Sandakan,2022-10-25,20:34,22:36,2022-10-25,Les Cayes Airport - Les Cayes,Jetstar Asia
978,Buon Ma Thuot Airport - Buon Ma Thuot,2022-08-03,19:08,21:28,2022-08-03,Čáslav Air Base - Čáslav,Thai AirAsia X
979,Chimoio Airport - Chimoio,2022-08-15,17:20,20:09,2022-08-15,The Eastern Iowa Airport - Cedar Rapids,Ansett International
980,Eppley Airfield - Omaha,2022-06-05,08:14,13:45,2022-06-05,Rafael Cabrera Airport - Nueva Gerona,Jetstar
981,Elmendorf Air Force Base - Anchorage,2022-10-09,16:18,20:56,2022-10-09,Poprad-Tatry Airport - Poprad,Jin Air
982,Saint John Airport - Saint John,2022-10-01,19:20,00:09,2022-10-01,Prince Albert Glass Field - Prince Albert,Mandarin Airlines
983,Iringa Airport - Nduli,2022-06-10,06:42,12:07,2022-06-10,Elorza Airport - nan,Federal Express Corporation
984,Winslow Lindbergh Regional Airport - Winslow,2022-09-22,15:05,20:34,2022-09-22,Haeju Airfield - Haeju,Samoa Airways
985,Guyuan Liupanshan Airport - Guyuan,2022-10-23,16:46,19:00,2022-10-23,Blida Airport - Blida,Tasman Cargo Airlines
986,Bhavnagar Airport - Bhavnagar,2022-11-22,10:47,17:17,2022-11-22,Mtwara Airport - Mtwara,Alitalia
987,Pierre Regional Airport - Pierre,2022-11-15,09:06,11:44,2022-11-15,Hassi Messaoud-Oued Irara Krim Belkacem Airport - Hassi Messaoud,Olympic Airways
988,Kansai International Airport - Osaka,2022-07-21,18:50,23:10,2022-07-21,Portland Airport - nan,Air Mauritius
989,Hassan I Airport - El Aaiún,2022-07-12,04:45,08:48,2022-07-12,Matan al-Sarra Air Base - nan,OzJet
990,Hassan I Airport - El Aaiún,2022-06-11,16:45,21:45,2022-06-11,Peterborough Municipal Airport - Peterborough,Hawaiian Airlines
991,Huronia Airport - Midland,2022-12-11,07:58,11:50,2022-12-11,Cap Haitien International Airport - Cap Haitien,Korean Air
992,Little Grand Rapids Airport - Little Grand Rapids,2022-09-21,18:15,00:16,2022-09-21,Madang Airport - Madang,AOM French Airlines
993,Gothenburg City Airport - Gothenburg,2022-05-11,13:36,18:17,2022-05-11,Eurico de Aguiar Salles Airport - Vitória,Flight West Airlines
994,Senador Petrônio Portela Airport - Teresina,2022-10-12,18:45,21:54,2022-10-12,Alta Airport - Alta,Valuair
995,Del Norte International Airport - Monterrey,2022-12-19,20:22,01:12,2022-12-19,Cascais Airport - Cascais,Beijing Capital Airlines
996,Mahlon Sweet Field - Eugene,2022-07-14,23:06,04:15,2022-07-14,Sabetta International Airport - Sabetta,Nauru Airlines
997,Aswan International Airport - Aswan,2022-11-06,12:18,17:59,2022-11-06,Conroe-North Houston Regional Airport - Houston,Hong Kong Airlines
998,RAF Mildenhall - Mildenhall,2022-05-02,21:57,02:30,2022-05-02,Uzhhorod International Airport - Uzhhorod,Air Zimbabwe
999,Augsburg Airport - Augsburg,2022-12-04,22:16,01:44,2022-12-04,Tekirdağ Çorlu Airport - Çorlu,United Airlines
1000,Zahedan International Airport - Zahedan,2022-05-23,16:23,17:10,2022-05-23,Ouani Airport - Ouani,Fiji Airways
1001,Valle del Fuerte International Airport - Los Mochis,2022-07-18,14:12,19:55,2022-07-18,Dnipropetrovsk International Airport - Dnipropetrovsk,Lan Chile
1002,Burke Lakefront Airport - Cleveland,2022-08-17,08:36,13:35,2022-08-17,Obando Cesar Gaviria Trujillo Airport - Puerto Inírida,Indonesia AirAsia
1003,Achinsk Airport - Achinsk,2022-12-22,00:49,03:04,2022-12-22,H3 Air Base - nan,KLM Royal Dutch Airlines
1004,Jijel Ferhat Abbas Airport - Jijel,2022-12-12,19:51,00:45,2022-12-12,Minot Air Force Base - Minot,Sempati Air
1005,Ngot Nzoungou Airport - Dolisie,2022-06-04,16:36,20:19,2022-06-04,Oran International Airport Ahmed Ben Bella - Oran,EgyptAir
1006,Kawthoung Airport - Kawthoung,2022-12-21,21:29,00:15,2022-12-21,Sisimiut Airport - Sisimiut,Tasman Cargo Airlines
1007,Varese-Venegono Airport - Varese,2022-12-07,05:39,08:25,2022-12-07,Fuyun Koktokay Airport - Fuyun,Etihad Airways
1008,Tuzla International Airport - Tuzla,2022-06-19,12:45,18:48,2022-06-19,Faa'a International Airport - Papeete,Asian Express Airlines
1009,Lehigh Valley International Airport - Allentown,2022-11-06,17:27,23:01,2022-11-06,Forestville Airport - Forestville,LATAM Airlines
1010,Alessandria Airport - Alessandria,2022-11-07,19:20,21:35,2022-11-07,Port Sudan New International Airport - Port Sudan,Aeroflot Russian Intl A/l
1011,Amsterdam Airport Schiphol - Amsterdam,2022-11-26,11:18,12:43,2022-11-26,Koksan 2 Highway Strip - Koksan,Malindo Air
1012,Naples International Airport - Nápoli,2022-12-16,02:08,03:37,2022-12-16,Union Island International Airport - Union Island,Air Zimbabwe
1013,"Sanshilipu Air Base - Jinzhou, Dalian",2022-12-12,04:17,09:52,2022-12-12,Aurora State Airport - Aurora,Garuda Indonesia
1014,Karup Airport - Karup,2022-12-01,17:23,22:32,2022-12-01,Tirana International Airport Mother Teresa - Tirana,Aegean Airlines
1015,Le Mans-Arnage Airport - Le Mans/Arnage,2022-09-21,20:56,23:13,2022-09-21,Ciampino–G. B. Pastine International Airport - Rome,Flying Tiger Line
1016,Eppley Airfield - Omaha,2022-07-02,22:12,02:02,2022-07-02,Halli Airport - Jämsä,Air Caledonie International
1017,Kalamata Airport - Kalamata,2022-10-31,21:39,22:17,2022-10-31,Cobar Airport - nan,Pacific Air Express
1018,John Murtha Johnstown Cambria County Airport - Johnstown,2022-07-08,21:51,00:13,2022-07-08,Cheboksary Airport - Cheboksary,Thai AirAsia X
1019,Bedourie Airport - nan,2022-06-11,00:11,02:44,2022-06-11,Ottumwa Regional Airport - Ottumwa,Sichuan Airlines
1020,Cobb County International Airport-McCollum Field - Atlanta,2022-11-04,03:49,10:21,2022-11-04,Jinan Yaoqiang International Airport - Jinan,Airnorth
1021,Deadman's Cay Airport - Deadman's Cay,2022-05-02,15:56,18:50,2022-05-02,March Air Reserve Base - Riverside,Emirates
1022,"Wamena Airport - Wamena, Jayawijaya Regency, Papua Province",2022-06-30,12:57,18:50,2022-06-30,Bagram Airfield - Bagram,Vietnam Airlines
1023,Banjul International Airport - Banjul,2022-11-14,23:00,04:28,2022-11-14,Perugia San Francesco d'Assisi – Umbria International Airport - Perugia,United Airlines
1024,Gazipaşa-Alanya Airport - Gazipaşa,2022-08-02,00:51,05:57,2022-08-02,Qalat Salih Air Base - nan,Air Caledonie
1025,Tiriós Airport - Aldeia Tiriós,2022-07-16,14:56,19:03,2022-07-16,Grootfontein Airport - Grootfontein,Air Nauru
1026,Fort Smith Regional Airport - Fort Smith,2022-05-08,05:55,09:55,2022-05-08,Tom Madsen (Dutch Harbor) Airport - Unalaska,Tigerair
1027,Margaret Ekpo International Airport - Calabar,2022-07-23,05:08,11:24,2022-07-23,Japura Airport - Rengat-Sumatra Island,Jin Air
1028,Gorna Oryahovitsa Airport - Gorna Oryahovitsa,2022-07-04,15:22,20:16,2022-07-04,Selebi Phikwe Airport - Selebi Phikwe,JALways
1029,Murray Field - Eureka,2022-06-09,22:59,03:06,2022-06-09,Izhma Airport - Izhma,Philippine Airlines
1030,Copernicus Wrocław Airport - Wrocław,2022-09-06,02:26,06:40,2022-09-06,V.C. Bird International Airport - St. John's,KLM Royal Dutch Airlines
1031,Bou Saada Airport - Ouled Sidi Brahim,2022-06-30,21:05,00:26,2022-06-30,Begishevo Airport - Nizhnekamsk,OzJet
1032,Utti Air Base - Utti / Valkeala,2022-05-09,01:13,05:50,2022-05-09,Kazan International Airport - Kazan,Delta Air Lines
1033,Heriberto Gíl Martínez Airport - Tuluá,2022-06-13,00:18,04:45,2022-06-13,Senaki Air Base - Senaki,Eva Air
1034,Captain Victor Montes Arias International Airport - Talara,2022-07-13,02:11,03:40,2022-07-13,Casper-Natrona County International Airport - Casper,Virgin Atlantic Airways
1035,Swan River Airport - Swan River,2022-12-21,07:30,08:11,2022-12-21,Hiroshima Airport - Hiroshima,Air Caledonie International
1036,Orang (Chongjin) Airport - Hoemun-ri,2022-09-11,07:43,09:53,2022-09-11,Bemidji Regional Airport - Bemidji,Alitalia
1037,East Midlands Airport - Nottingham,2022-08-26,04:32,09:39,2022-08-26,General Enrique Mosconi Airport - Tartagal,Air India
1038,Bartolomeu Lisandro Airport - Campos Dos Goytacazes,2022-07-30,22:25,03:24,2022-07-30,Ministro Pistarini International Airport - Buenos Aires (Ezeiza),SkyExpress
1039,Robert Gabriel Mugabe International Airport - Harare,2022-11-10,05:38,10:26,2022-11-10,Kikwit Airport - Kikwit,National Airlines
1040,Multan International Airport - Multan,2022-07-25,19:14,20:55,2022-07-25,Toulouse-Blagnac Airport - Toulouse/Blagnac,Hawaiian Airlines
1041,Ilam Airport - Ilam,2022-11-23,10:52,15:24,2022-11-23,Brunswick Golden Isles Airport - Brunswick,All Nippon Airways
1042,Kawthoung Airport - Kawthoung,2022-07-24,21:49,22:30,2022-07-24,"Glasgow Prestwick Airport - Prestwick, South Ayrshire",Middle East Airlines
1043,Winslow Lindbergh Regional Airport - Winslow,2022-06-28,20:20,01:29,2022-06-28,Tuz Khurmatu Air Base - nan,Austrian Airlines
1044,Philip S. W. Goldson International Airport - Belize City,2022-11-05,08:38,09:19,2022-11-05,Corrientes Airport - Corrientes,Air Australia
1045,London Gatwick Airport - London,2022-07-17,19:46,20:31,2022-07-17,Abilene Regional Airport - Abilene,Pacific Air Express
1046,Podkamennaya Tunguska Airport - Bor,2022-10-19,06:55,11:22,2022-10-19,Phoenix Sky Harbor International Airport - Phoenix,Tiger Airways
1047,Troy Municipal Airport at N Kenneth Campbell Field - Troy,2022-07-13,19:17,21:37,2022-07-13,Marcos A. Gelabert International Airport - Albrook,China Southern Airlines
1048,Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni - Iwakuni,2022-05-28,04:15,05:07,2022-05-28,Gothenburg-Landvetter Airport - Gothenburg,Air China
1049,Taganrog Yuzhny Airport - Taganrog,2022-09-14,13:14,15:55,2022-09-14,JMSDF Tateyama Air Base - Tateyama,Asian Express Airlines
1050,Hrodna Airport - Hrodna,2022-10-30,11:18,16:43,2022-10-30,Verona-Villafranca Valerio Catullo Airport - Villafranca di Verona,Kalitta Air
1051,Kushiro Airport - Kushiro,2022-09-01,04:45,10:08,2022-09-01,Vannes-Meucon Airport - Vannes/Meucon,Polar Air Cargo
1052,Murod Kond Airport - Latur,2022-06-24,18:35,20:00,2022-06-24,Ekati Airport - Ekati,Flight West Airlines
1053,Whidbey Island Naval Air Station (Ault Field) - Oak Harbor,2022-05-06,21:42,00:04,2022-05-06,Soldotna Airport - Soldotna,Emirates
1054,Exuma International Airport - Moss Town,2022-11-13,04:04,10:22,2022-11-13,Leszno-Strzyzewice Airport - Leszno,KLM Royal Dutch Airlines
1055,Tengchong Tuofeng Airport - Tengchong,2022-12-22,12:07,17:23,2022-12-22,Niagara District Airport - St Catharines,KLM Royal Dutch Airlines
1056,Cheryomushki Air Base - Chita,2022-07-12,19:08,20:01,2022-07-12,Las Cruces International Airport - Las Cruces,Sempati Air
1057,Molokai Airport - Kaunakakai,2022-07-13,01:27,04:29,2022-07-13,Emerald Airport - Emerald,Our Airline
1058,Glen Innes Airport - nan,2022-08-27,17:01,18:27,2022-08-27,Zunyi Xinzhou Airport - Zunyi,SkyExpress
1059,Krasnoyarsk International Airport - Krasnoyarsk,2022-05-26,16:07,18:32,2022-05-26,Tri Cities Airport - Pasco,American Airlines
1060,Yinchuan Hedong International Airport - Yinchuan,2022-06-20,21:15,23:16,2022-06-20,Qiemo Yudu Airport - Qiemo,Tianjin Airlines
1061,St Leonard Airport - St Leonard,2022-06-24,04:51,10:56,2022-06-24,Igor I Sikorsky Memorial Airport - Bridgeport,Yugoslav Airlines
1062,Bradford Regional Airport - Bradford,2022-10-01,23:45,00:38,2022-10-01,Kwail Air Base - Kwail,Nauru Airlines
1063,Brainerd Lakes Regional Airport - Brainerd,2022-10-19,01:33,03:50,2022-10-19,Waterford Airport - Waterford,Valuair
1064,Baku Kala Air Base - Baku,2022-12-18,05:18,06:10,2022-12-18,Forbes Airport - Forbes,Air Austral
1065,RAF Wittering - Wittering,2022-05-20,19:21,20:52,2022-05-20,Kaifeng Air Base - Kaifeng,AOM French Airlines
1066,Palm Beach International Airport - West Palm Beach,2022-05-02,11:56,12:39,2022-05-02,Cascais Airport - Cascais,Jetstar Asia
1067,Alberto Delgado Airport - Trinidad,2022-11-10,04:17,04:58,2022-11-10,Istres Le Tubé Air Base - Istres/Le Tubé,Northwest Airlines
1068,"Kirkenes Airport, Høybuktmoen - Kirkenes",2022-12-14,07:36,12:40,2022-12-14,Novosibirsk Tolmachevo Airport - Novosibirsk,Air Caledonie
1069,Luke Air Force Base - Glendale,2022-08-16,16:58,18:55,2022-08-16,Victoria International Airport - Victoria,Australian Airlines
1070,Samos Airport - Samos Island,2022-07-01,06:21,12:07,2022-07-01,Lebanon Municipal Airport - Lebanon,Eva Air
1071,Baku Kala Air Base - Baku,2022-11-01,20:22,02:43,2022-11-01,Korhogo Airport - Korhogo,Korean Air
1072,Baker City Municipal Airport - Baker City,2022-08-10,10:25,12:21,2022-08-10,Huntsville Regional Airport - Huntsville,Swissair
1073,Porto Nacional Airport - Porto Nacional,2022-08-07,13:52,15:34,2022-08-07,Karl Stefan Memorial Airport - Norfolk,Evergreen Intl Airlines
1074,Cap FAP David Abenzur Rengifo International Airport - Pucallpa,2022-06-03,20:41,02:36,2022-06-03,Valley International Airport - Harlingen,Northwest Airlines
1075,Komatsu Airport / JASDF Komatsu Air Base - Kanazawa,2022-12-06,10:55,13:18,2022-12-06,Vijayawada Airport - Gannavaram,Royal Brunei Airlines
1076,Sishen Airport - Sishen,2022-12-27,16:04,18:51,2022-12-27,Cyril E. King Airport - Charlotte Amalie,Tiger Airways
1077,Salon-de-Provence (BA 701) Air Base - Salon,2022-08-04,18:52,22:58,2022-08-04,Cold Bay Airport - Cold Bay,Eva Air
1078,Mara Serena Lodge Airstrip - Masai Mara,2022-12-03,16:00,20:04,2022-12-03,Prince Mohammad Bin Abdulaziz Airport - Medina,Ansett International
1079,João Correa da Rocha Airport - Marabá,2022-12-27,03:39,06:25,2022-12-27,Zanesville Municipal Airport - Zanesville,Aegean Airlines
1080,Irkutsk Northwest Airport - Irkutsk,2022-08-01,16:29,19:16,2022-08-01,Van Nuys Airport - Van Nuys,Northwest Airlines
1081,Labuan Airport - Labuan,2022-06-09,05:16,10:07,2022-06-09,Butts AAF (Fort Carson) Air Field - Fort Carson,China Southern Airlines
1082,Kishangarh Airport Ajmer - Ajmer (Kishangarh),2022-12-22,02:13,05:41,2022-12-22,Central Illinois Regional Airport at Bloomington-Normal - Bloomington/Normal,Virgin Australia
1083,Narrabri Airport - Narrabri,2022-10-21,15:30,18:49,2022-10-21,Pathankot Airport - Pathankot,SriLankan Airlines
1084,RAAF Base East Sale - nan,2022-08-24,07:09,10:03,2022-08-24,Don Mueang International Airport - Bangkok,Air Zimbabwe
1085,Kasiguncu Airport - Poso-Celebes Island,2022-05-25,22:47,23:24,2022-05-25,Mário Ribeiro Airport - Montes Claros,Sempati Air
1086,Carlos Manuel de Cespedes Airport - Bayamo,2022-11-16,15:39,18:17,2022-11-16,North Battleford Airport - North Battleford,Canadian Airlines Intl
1087,Naples Municipal Airport - Naples,2022-12-09,04:47,10:12,2022-12-09,Valenciennes-Denain Airfield - Valenciennes/Denain,Valuair
1088,Khatanga Airport - Khatanga,2022-10-31,16:22,18:46,2022-10-31,Laughlin Bullhead International Airport - Bullhead City,British Airways
1089,Bermejo Airport - Bermejo,2022-12-11,23:15,03:10,2022-12-11,Metropolitan Oakland International Airport - Oakland,Virgin Australia
1090,Wonju Airport / Hoengseong Air Base (K-38/K-46) - Wonju,2022-06-12,15:34,16:28,2022-06-12,Faisal Air Base - Karachi,Aerolineas Argentinas
1091,King Abdulaziz Air Base - Dhahran,2022-05-09,16:37,17:29,2022-05-09,Southend Airport - London,Thai AirAsia X
1092,Arctic Village Airport - Arctic Village,2022-12-01,09:39,15:23,2022-12-01,Socotra International Airport - Socotra Islands,Xiamen Airlines
1093,Lumberton Regional Airport - Lumberton,2022-09-01,18:30,21:24,2022-09-01,Tongliao Airport - Tongliao,National Airlines
1094,Venice Marco Polo Airport - Venice,2022-10-20,04:44,08:13,2022-10-20,Ricardo García Posada Airport - El Salvador,Cook Islands International
1095,Deadman's Cay Airport - Deadman's Cay,2022-05-24,14:01,19:05,2022-05-24,Swan River Airport - Swan River,Lauda Air
1096,Khanty Mansiysk Airport - Khanty-Mansiysk,2022-05-02,18:59,19:20,2022-05-02,Khajuraho Airport - Khajuraho,Malindo Air
1097,Panevėžys Air Base - Panevėžys,2022-11-03,05:22,08:10,2022-11-03,Pampulha - Carlos Drummond de Andrade Airport - Belo Horizonte,Freedom Air International
1098,Gonder Airport - Gondar,2022-08-01,00:40,01:33,2022-08-01,Khost International Airport - Khost,Air India
1099,Santo Pekoa International Airport - Luganville,2022-09-25,07:41,11:25,2022-09-25,Kota Airport - Kota,China Airlines
1100,Aérodrome de Péronne Saint-Quentin - Péronne/Saint-Quentin,2022-09-26,23:22,03:21,2022-09-26,"Changhai Airport - Changhai, Dalian",SkyAirWorld
1101,Burns Municipal Airport - Burns,2022-07-13,09:56,15:40,2022-07-13,Zhukovsky International Airport - Moscow,Air Nauru
1102,Shalkar Airport - Shalkar,2022-07-15,19:42,00:30,2022-07-15,Malta International Airport - Valletta,United Parcel Service
1103,Captain Fuentes Martinez Airport - Porvenir,2022-08-07,07:01,11:38,2022-08-07,Chengdu Shuangliu International Airport - Chengdu,Our Airline
1104,Man Airport - nan,2022-11-07,15:02,16:35,2022-11-07,Sochi International Airport - Sochi,Air India
1105,Vilar de Luz Airfield - Maia,2022-11-12,18:22,00:06,2022-11-12,Churchill Airport - Churchill,Asian Express Airlines
1106,Canberra International Airport - Canberra,2022-10-28,13:13,17:12,2022-10-28,Secunda Airport - Secunda,Polar Air Cargo
1107,Legazpi City International Airport - Legazpi City,2022-10-08,22:32,02:40,2022-10-08,Cat Lake Airport - Cat Lake,Swissair
1108,Marcos A. Gelabert International Airport - Albrook,2022-05-11,02:28,03:26,2022-05-11,Xincheng Air Base - Ganzhou,Pel-Air Aviation
1109,Sapporo Okadama Airport - Sapporo,2022-05-21,07:21,11:01,2022-05-21,Cabo Rojo Airport - Cabo Rojo,Asiana Airlines
1110,Kolding Vamdrup Airfield - Kolding / Vamdrup,2022-10-02,01:17,02:17,2022-10-02,Kamphaeng Saen Airport - Nakhon Pathom,Japan Airlines
1111,Thessaloniki Macedonia International Airport - Thessaloniki,2022-12-29,22:33,04:42,2022-12-29,RAF Coningsby - Coningsby,V Australia
1112,Maya-Maya Airport - Brazzaville,2022-10-29,18:01,22:35,2022-10-29,Minot Air Force Base - Minot,Northwest Airlines
1113,Charles M. Schulz Sonoma County Airport - Santa Rosa,2022-07-24,23:38,04:16,2022-07-24,RNAS Yeovilton - Yeovil,Air Nauru
1114,Birdsville Airport - nan,2022-07-07,05:36,07:37,2022-07-07,Adnan Menderes International Airport - İzmir,Tigerair Australia
1115,Manicoré Airport - Manicoré,2022-12-12,15:53,21:51,2022-12-12,Etimesgut Air Base - Ankara,Etihad Airways
1116,Victoria Airport - Victoria,2022-05-16,05:07,11:08,2022-05-16,Smithton Airport - nan,Samoa Airways
1117,Muscat International Airport - Muscat,2022-07-07,19:34,00:01,2022-07-07,Diepholz Air Base - Diepholz,Airlines PNG
1118,Narrandera Airport - Narrandera,2022-09-08,08:06,09:12,2022-09-08,Chingozi Airport - Tete,Garuda Indonesia
1119,Analalava Airport - Analalava,2022-05-05,05:26,07:09,2022-05-05,Rae Lakes Airport - Gamètì,Air India
1120,Monte Real Air Base - nan,2022-07-10,12:38,18:43,2022-07-10,Birsa Munda Airport - Ranchi,Air China
1121,Makkovik Airport - Makkovik,2022-09-22,10:32,15:50,2022-09-22,Netaji Subhash Chandra Bose International Airport - Kolkata,Qatar Airways
1122,Shanghai Hongqiao International Airport - Shanghai (Minhang),2022-07-19,23:47,00:18,2022-07-19,Rick Husband Amarillo International Airport - Amarillo,Asiana Airlines
1123,Ladysmith Airport - Ladysmith,2022-12-09,05:53,09:18,2022-12-09,Kaimana Airport - Kaimana-Papua Island,Cargolux Airlines Intl
1124,Southwest Florida International Airport - Fort Myers,2022-08-27,11:31,15:35,2022-08-27,Qazvin Airport - Qazvin,Samoa Airways
1125,Seymour Johnson Air Force Base - Goldsboro,2022-05-03,14:21,16:47,2022-05-03,Whiting Field Naval Air Station - North - Milton,Merpati Nusantara Airlines
1126,Playa Baracoa Airport - Havana,2022-06-08,14:18,19:22,2022-06-08,Zhanjiang Xintang Airport - Zhanjiang (Xiashan),Virgin Samoa
1127,Aurangabad Airport - Aurangabad,2022-05-06,14:13,19:28,2022-05-06,"Sandnessjøen Airport, Stokka - Alstahaug",United Parcel Service
1128,Hancock County-Bar Harbor Airport - Bar Harbor,2022-11-12,21:34,22:44,2022-11-12,Ponciano Arriaga International Airport - San Luis Potosí,Singapore Airlines
1129,Bowerman Airport - Hoquiam,2022-11-28,22:48,04:38,2022-11-28,Sainte Marie Airport - Vohilava,Polynesian Airlines
1130,Kempsey Airport - nan,2022-10-02,02:36,08:55,2022-10-02,Cengiz Topel Airport - Kartepe,Olympic Airways
1131,Ficksburg Sentraoes Airport - Ficksburg,2022-12-11,10:51,12:45,2022-12-11,Portland International Airport - Portland,Lauda Air
1132,El Paso International Airport - El Paso,2022-08-28,11:19,12:50,2022-08-28,Chalon-Champforgeuil Airport - Chalon/Champforgueil,Indonesia AirAsia
1133,Grootfontein Airport - Grootfontein,2022-10-20,15:12,15:43,2022-10-20,Udon Thani Airport - Udon Thani,Air Tahiti Nui
1134,St Simons Island Airport - St Simons Island,2022-05-12,05:50,12:17,2022-05-12,Herat - Khwaja Abdullah Ansari International Airport - Guzara,Air Austral
1135,Modesto City Co-Harry Sham Field - Modesto,2022-05-24,10:54,14:28,2022-05-24,Mano Dayak International Airport - Agadez,Asian Express Airlines
1136,Guapiles Airport - Pococi,2022-05-20,19:36,23:52,2022-05-20,Gisenyi Airport - Gisenyi,Donghai Airlines
1137,Southend Airport - London,2022-06-29,18:35,22:56,2022-06-29,Risalpur Air Base - Risalpur,China Eastern Airlines
1138,President Adolfo López Mateos International Airport - Toluca,2022-06-04,20:51,22:50,2022-06-04,Kilimanjaro International Airport - Arusha,Polynesian Airlines
1139,Savannakhet Airport - nan,2022-06-11,01:35,05:42,2022-06-11,Beijing Xijiao Airport - Beijing,Polar Air Cargo
1140,Allah Valley Airport - Surallah,2022-12-29,12:22,15:08,2022-12-29,Kuchyňa Air Base - Malacky,OzJet
1141,Mbanza Congo Airport - Mbanza Congo,2022-10-10,17:01,18:53,2022-10-10,Changi Air Base (East) - Singapore,Jin Air
1142,Jose Maria Córdova International Airport - Medellín,2022-12-11,20:40,03:04,2022-12-11,Tianjin Binhai International Airport - Tianjin,Norfolk Jet Express
1143,Walla Walla Regional Airport - Walla Walla,2022-06-15,11:04,15:41,2022-06-15,Santa Elena de Uairen Airport - nan,Singapore Airlines
1144,King Khalid Air Base - Khamis Mushait,2022-12-09,12:50,19:02,2022-12-09,Jieyang Chaoshan International Airport - Jieyang (Rongcheng),Ansett International
1145,Pondicherry Airport - Puducherry (Pondicherry),2022-07-03,18:01,23:50,2022-07-03,"Xingcheng Air Base - Xingcheng, Huludao",Gulf Air
1146,Savannah Hilton Head International Airport - Savannah,2022-10-19,01:00,05:54,2022-10-19,Yangcun Air Base - nan,Vietnam Airlines
1147,Pori Airport - Pori,2022-11-16,22:52,01:03,2022-11-16,Lieutenant Julio Gallardo Airport - Puerto Natales,V Australia
1148,Nairobi Wilson Airport - Nairobi,2022-07-01,15:50,21:32,2022-07-01,Timmins/Victor M. Power - Timmins,Valuair
1149,Jacmel Airport - Jacmel,2022-08-23,23:30,00:40,2022-08-23,Naval Station Mayport (Admiral David L. Mcdonald Field) - Mayport,Jin Air
1150,Monseñor Óscar Arnulfo Romero International Airport - San Salvador (San Luis Talpa),2022-08-09,15:46,16:20,2022-08-09,Monte Dourado - Serra do Areão Airport - Almeirim,Virgin Atlantic Airways
1151,Nakhon Ratchasima Airport - Chaloem Phra Kiat,2022-08-24,05:16,09:52,2022-08-24,Kochi Ryoma Airport - Nankoku,South African Airways
1152,Balkhash Airport - Balkhash,2022-05-11,03:45,08:42,2022-05-11,Sulaymaniyah International Airport - Sulaymaniyah,Thai AirAsia X
1153,Boundary Bay Airport - Vancouver,2022-11-06,17:39,22:01,2022-11-06,Port Hedland International Airport - Port Hedland,Our Airline
1154,Luke Air Force Base - Glendale,2022-05-17,06:28,11:10,2022-05-17,Tenerife Sur Airport - Tenerife,Cook Islands International
1155,Pune Airport / Lohagaon Air Force Station - Pune,2022-11-09,06:26,08:30,2022-11-09,Châteaudun (BA 279) Air Base - Châteaudun,AOM French Airlines
1156,Sado Airport - Sado,2022-12-21,19:01,19:55,2022-12-21,Kasiguncu Airport - Poso-Celebes Island,Air India
1157,Esler Army Airfield / Esler Regional Airport - Alexandria,2022-12-21,22:50,00:22,2022-12-21,Orang (Chongjin) Airport - Hoemun-ri,Air Caledonie International
1158,Fort Dodge Regional Airport - Fort Dodge,2022-05-21,20:05,01:51,2022-05-21,Domine Eduard Osok Airport - Sorong-Papua Island,China Eastern Airlines
1159,Marudi Airport - Marudi,2022-11-25,02:18,03:58,2022-11-25,General Abelardo L. Rodríguez International Airport - Tijuana,Nauru Airlines
1160,Najran Domestic Airport - Najran,2022-08-07,01:34,05:27,2022-08-07,Sumburgh Airport - Lerwick,Air Paradise International
1161,Basco Airport - Basco,2022-08-04,02:38,09:02,2022-08-04,Brussels South Charleroi Airport - Brussels,Union de Transports Aeriens
1162,Nome Airport - Nome,2022-06-07,23:04,05:26,2022-06-07,Pangborn Memorial Airport - Wenatchee,China Eastern Airlines
1163,Vilhelmina South Lapland Airport - Vilhelmina,2022-10-13,15:05,18:11,2022-10-13,Val de Cans/Júlio Cezar Ribeiro International Airport - Belém,Air France
1164,Phrae Airport - nan,2022-06-17,23:02,03:15,2022-06-17,Thangool Airport - Biloela,Air Austral
1165,Berlevåg Airport - Berlevåg,2022-11-04,07:15,13:44,2022-11-04,Aksu Onsu Airport - Aksu (Onsu),Freedom Air International
1166,Barstow Daggett Airport - Daggett,2022-11-26,21:49,00:00,2022-11-26,Conroe-North Houston Regional Airport - Houston,Austrian Airlines
1167,"Yingkou Lanqi Airport - Laobian, Yingkou",2022-10-27,05:20,09:25,2022-10-27,Dzaoudzi Pamandzi International Airport - Dzaoudzi,Ansett International
1168,Kerry Airport - Killarney,2022-11-07,21:01,21:38,2022-11-07,Luis Munoz Marin International Airport - San Juan,Beijing Capital Airlines
1169,Governador Jorge Teixeira de Oliveira Airport - Porto Velho,2022-09-22,23:22,05:21,2022-09-22,Nefteyugansk Airport - Nefteyugansk,Cebu Pacific Air
